Código del Artículo,Nombre del Artículo,Total Comprado,Total Vendido,rotaciones,Ingresos,Costo Total,Ganancia Bruta,Margen de Ganancia;;;;;;;;;;
LLA-SAIL-SUVHR-0030,LLANTA 235/55R17 103V  XL TERRAMAX CVR LT SAILUN,20.000000,24.000000,1.200000,15641.760000,15641.76000000000,0.000000,0.000000;;;;;;;;;;
LLA-SAIL-SUVAT-0016,LLANTA LT245/75R16 10PR OWL 120/116S TERRAMAX A/T SAILUN,16.000000,32.000000,2.000000,86273.440000,86273.44000000000,0.000000,0.000000;;;;;;;;;;
LLA-SAIL-SUVAT-0035,LLANTA 265/75R16  OWL 116S TERRAMAX A/T SAILUN TL,4.000000,8.000000,2.000000,30600.000000,30600.00000000000,0.000000,0.000000;;;;;;;;;;
LLA-GOOD-PCRUHO-0004,LLATA 195/60R15 88V  GOODRIDE,8.000000,16.000000,2.000000,17443.200000,17443.20000000000,0.000000,0.000000;;;;;;;;;;
LLA-GOOD-SUVHR-0003,LLANTA 235/70R16 106S A/T  LS 369 GOODRIDE,4.000000,8.000000,2.000000,26333.880000,26333.88000000000,0.000000,0.000000;;;;;;;;;;
LLA-SAIL-LTRHR-0004,LLANTA 195R14C 8PR 106/104Q LT SL12 SAILUN,18.000000,36.000000,2.000000,82220.400000,82220.40000000000,0.000000,0.000000;;;;;;;;;;
LLA-SAIL-LTRHR-0027,LLANTA 750R16 SET 14PR 122/118K S812 SAILUN TT,6.000000,12.000000,2.000000,59670.000000,59670.00000000000,0.000000,0.000000;;;;;;;;;;
LLA-SAIL-PCRUHP-0008,LLANTA 225/45ZR17 XL 94W  ATREZZO ZSR TL SAILUN,2.000000,4.000000,2.000000,12434.640000,12434.64000000000,0.000000,0.000000;;;;;;;;;;
LLA-SAIL-PCRUHP-0028,LLANTA 245/40ZR17 95W ATREZZO ZSR SAILUN TL,2.000000,4.000000,2.000000,13500.000000,13500.00000000000,0.000000,0.000000;;;;;;;;;;
LLA-SAIL-PCRUHP-0034,LLANTA 235/45ZR19 99Y ATREZZO ZSR SUV SAILUN TL,8.000000,16.000000,2.000000,30532.200000,30532.20000000000,0.000000,0.000000;;;;;;;;;;
LLA-SAIL-SUVUHP-0007,LLANTA 235/50ZR18 101W ATREZZO ZSR SAILUN TL,16.000000,40.000000,2.500000,73922.040000,73922.04000000000,0.000000,0.000000;;;;;;;;;;
LLA-SAIL-SUVAT-0001,LLANTA LT245/70R16 8PR 113/110S TERRAMAX A/T LT SAILUN,10.000000,26.000000,2.600000,80546.080000,80546.08000000000,0.000000,0.000000;;;;;;;;;;
LLA-GOOD-PCRUHO-0002,LLANTA 195/65R15 RP28 91H GOODRIDE,2.000000,12.000000,6.000000,20336.120000,20336.12000000000,0.000000,0.000000;;;;;;;;;;
